header;url;nb_points;theme;duree;sujet_url;correction_url
Synthèse de la menthone à partir du menthol;https://labolycee.org/synthese-de-la-menthone-partir-du-menthol;10 points;1ère EC Spécialité Physique Chimie | Oxydoréduction | Quantité de matière | Spectroscopie IR | Synthèse organique;1 heure;https://www.labolycee.org/sites/default/files/2020-06/PC-GENE-001-SUJET-Chi-Exo1-Menthone-SSCalc_0.pdf;https://www.labolycee.org/sites/default/files/2020-06/PC-GENE-001-CORRECTION-Chi-Exo1-Menthone-SSCalc.pdf
Jeux et physique-chimie;https://labolycee.org/jeux-et-physique-chimie;10 points;1ère EC Spécialité Physique Chimie | Énergie mécanique | Oxydoréduction | Quantité de matière;1 heure;https://www.labolycee.org/sites/default/files/2020-03/1-PC-Sujet0-Jeux-10pts.pdf;https://www.labolycee.org/sites/default/files/2020-03/1-PC-Sujet0-Jeux-10pts-Correction.pdf
Teneur en fer dun produit phytosanitaire;https://labolycee.org/teneur-en-fer-dun-produit-phytosanitaire;10 points;1ère EC Spécialité Physique Chimie | Oxydoréduction | Titrage;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-062-Exo1-Chi-FePhytoTitrage.pdf;
Valorisation de la biomasse;https://labolycee.org/valorisation-de-la-biomasse;10 points;1ère EC Spécialité Physique Chimie | Combustions | Oxydoréduction | Python;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-033-Exo1-Chi-Biomasse.pdf;
Un antiseptique : leau oxygénée;https://labolycee.org/un-antiseptique-leau-oxygenee;10 points;1ère EC Spécialité Physique Chimie | Oxydoréduction | Titrage;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-025-Exo1-Chi-H2O2.pdf;
La pollution par le dioxyde de soufre;https://labolycee.org/la-pollution-par-le-dioxyde-de-soufre;10 points;1ère EC Spécialité Physique Chimie | Oxydoréduction | Titrage;1 heure;https://www.labolycee.org/sites/default/files/2020-06/PC-GENE-007-SUJET-Exo1-Chi-TitrageSO2.pdf;https://www.labolycee.org/sites/default/files/2020-06/PC-GENE-007-CORRECTION-Exo1-Chi-TitrageSO2.pdf
Détermination du degré alcoolique dun vin dépines;https://labolycee.org/determination-du-degre-alcoolique-dun-vin-depines;10 points;1ère EC Spécialité Physique Chimie | Oxydoréduction | Polarité | Spectroscopie IR | Titrage;1 heure;https://www.labolycee.org/sites/default/files/2020-06/PC-GENE-005-SUJET-Exo2-Chi-DegreAlcoolique.pdf;https://www.labolycee.org/sites/default/files/2020-06/PC-GENE-005-CORRECTION-Exo2-Chi-DegreAlcoolique.docx
Synthon dun antihypertenseur;https://labolycee.org/synthon-dun-antihypertenseur;10 points;1ère EC Spécialité Physique Chimie | Polarité | Solubilité | Synthèse organique;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-043-Exo2-Chi-Hypertension.pdf;
Les hydrogels Haraguchi;https://labolycee.org/les-hydrogels-haraguchi;10 points;1ère EC Spécialité Physique Chimie | Interactions fondamentales | Polarité;1 heure;https://www.labolycee.org/sites/default/files/2021-04/PC-GENE-017-SUJET-Exo2-Chi-Hydrogels.pdf;https://www.labolycee.org/sites/default/files/2021-04/PC-GENE-017-CORRECTION-Exo2-Chi-Hydrogels.pdf
Une odeur de soufre dans lair;https://labolycee.org/une-odeur-de-soufre-dans-lair;10 points;1ère EC Spécialité Physique Chimie | Combustions | Polarité | Solubilité | Spectroscopie IR;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-016-Exo1-Chi-Sargasse.pdf;
Synthèse dun ester et convoyage de médicaments;https://labolycee.org/synthese-dun-ester-et-convoyage-de-medicaments;10 points;1ère EC Spécialité Physique Chimie | Solubilité | Synthèse organique | Théorème de l’énergie cinétique;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-102-Exo2-Phy-Chi-EsterChuteBoite.pdf;
Qui peut griller une tranche de pain en pédalant ?;https://labolycee.org/qui-peut-griller-une-tranche-de-pain-en-pedalant;10 points;1ère EC Spécialité Physique Chimie | Combustions | Électricité | Spectroscopie IR;1 heure;https://www.labolycee.org/sites/default/files/2020-07/PC-GENE-102-SUJET-Exo1-Phy-Chi-VeloGrillePain.pdf;https://www.labolycee.org/sites/default/files/2020-07/PC-GENE-102-CORRECTION-Exo1-Phy-Chi-VeloGrillePain.pdf
Le 2,5-diméthylfurane : un carburant davenir;https://labolycee.org/le-25-dimethylfurane-un-carburant-davenir;10 points;1ère EC Spécialité Physique Chimie | Combustions | Spectroscopie IR | Synthèse organique;1 heure;https://www.labolycee.org/sites/default/files/2019-08/1-PC-Sujet0-Agrocarburants-10pts.pdf;https://www.labolycee.org/sites/default/files/2020-03/1-PC-Sujet0-Correction-Agrocarburants-10pts.pdf
Engager la transition vers une mobilité plus propre;https://labolycee.org/engager-la-transition-vers-une-mobilite-plus-propre;10 points;1ère EC Spécialité Physique Chimie | Combustions | Synthèse organique;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-023-Exo2-Chi-Biocarburants.pdf;
Synthèse du camphre au service du sportif;https://labolycee.org/synthese-du-camphre-au-service-du-sportif;10 points;1ère EC Spécialité Physique Chimie | Spectroscopie IR | Synthèse organique;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-036-Exo2-Chi-CamphreTigre.pdf;
Protection solaire;https://labolycee.org/protection-solaire;10 points;1ère EC Spécialité Physique Chimie | Images et couleurs | Synthèse organique;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-002-Exo2-Chi-ProtectionSolaire.pdf;
Plongée en eau douce;https://labolycee.org/plongee-en-eau-douce;10 points;1ère EC Spécialité Physique Chimie | Fluide | Interactions fondamentales;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-038-Exo1-Phy-PlongeeChpE.pdf;
Choix dun moyen de transport;https://labolycee.org/choix-dun-moyen-de-transport;10 points;1ère EC Spécialité Physique Chimie | Combustions;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-060-Exo1-Chi-Transport.pdf;
Cloche de plongée;https://labolycee.org/cloche-de-plongee;10 points;1ère EC Spécialité Physique Chimie | Fluide | Python;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-041-Exo1-Phy-PlongeeCloche.pdf;
Ballon-sonde;https://labolycee.org/ballon-sonde;10 points;1ère EC Spécialité Physique Chimie | Fluide | Photon | Vecteur variation de vitesse;1 heure;https://www.labolycee.org/sites/default/files/2020-06/PC-GENE-026-SUJET-Exo1-Phy-BallonSonde.pdf;https://www.labolycee.org/sites/default/files/2020-06/PC-GENE-026-CORRECTION-Exo1-Phy-BallonSonde_0.pdf
Lexpédition GOMBESSA 5 : planète Méditerranée;https://labolycee.org/lexpedition-gombessa-5-planete-mediterranee;10 points;1ère EC Spécialité Physique Chimie | Fluide | Ondes mécaniques;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-018-Exo1-Phy-Plongee-Gombessa.pdf;
Étude dune centrale hydroélectrique;https://labolycee.org/etude-dune-centrale-hydroelectrique;10 points;1ère EC Spécialité Physique Chimie | Électricité | Énergie mécanique | Fluide;1 heure;https://www.labolycee.org/sites/default/files/2020-10/PC-GENE-SUJET-016-Exo2-Phy-Hydroelectricite.pdf;https://www.labolycee.org/sites/default/files/2020-11/PC-GENE-016-CORRECTION-Exo2-Phy-Hydroelectricite.pdf
Étude dune structure en béton : de la pose à lanalyse;https://labolycee.org/etude-dune-structure-en-beton-de-la-pose-lanalyse;10 points;1ère EC Spécialité Physique Chimie | Fluide | Ondes mécaniques | Photon;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-006-Exo1-Phy-PressionBeton.pdf;
La plongée sous-marine en fosse;https://labolycee.org/la-plongee-sous-marine-en-fosse;10 points;1ère EC Spécialité Physique Chimie | Fluide;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-004-Exo1-Phy-Plongee.pdf;
Un ballon pour les compétitions internationales de football;https://labolycee.org/un-ballon-pour-les-competitions-internationales-de-football;10 points;1ère EC Spécialité Physique Chimie | Fluide | Python;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-002-Exo1-Phy-Ballon-Mariotte.pdf;
Étude dune montagne russe;https://labolycee.org/etude-dune-montagne-russe;10 points;1ère EC Spécialité Physique Chimie | Énergie mécanique | Python | Théorème de l’énergie cinétique | Vecteur variation de vitesse;1 heure;https://www.labolycee.org/sites/default/files/2020-06/PC-GENE-021-SUJET-Exo1-Phy-MontagnesRusses.pdf;https://www.labolycee.org/sites/default/files/2020-06/PC-GENE-021-CORRECTION-Exo1-Phy-MontagnesRusses.pdf
Les comprimés de permanganate de potassium sont-ils périmés ?;https://labolycee.org/les-comprimes-de-permanganate-de-potassium-sont-ils-perimes;10 points;1ère EC Spécialité Physique Chimie | Électricité | Images et couleurs;1 heure;https://www.labolycee.org/sites/default/files/2020-06/PC-GENE-SUJET-101-Exo2-Phy-Chi-SpectroKMnO4.pdf;
Aspects énergétiques des phénomènes électriques;https://labolycee.org/aspects-energetiques-des-phenomenes-electriques;10 points;1ère EC Spécialité Physique Chimie | Électricité | Python;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-051-Exo2-Phy-Electromenager.pdf;
Une éolienne à la maison;https://labolycee.org/une-eolienne-la-maison;10 points;1ère EC Spécialité Physique Chimie | Électricité | Python;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-043-Exo1-Phy-Eolienne-Pile.pdf;
Photopile et développement durable;https://labolycee.org/photopile-et-developpement-durable;10 points;1ère EC Spécialité Physique Chimie | Électricité;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-037-Exo2-Phy-Photopile.pdf;
Le Train à grande vitesse, construire un record;https://labolycee.org/le-train-grande-vitesse-construire-un-record;10 points;1ère EC Spécialité Physique Chimie | Électricité | Ondes mécaniques;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-036-Exo1-Phy-TGV-Onde.pdf;
Solar Impulse 2, lavion solaire;https://labolycee.org/solar-impulse-2-lavion-solaire;10 points;1ère EC Spécialité Physique Chimie | Électricité | Photon;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-003-Exo2-Phy-SolarImpulse.pdf;
Étude dun véhicule électrique;https://labolycee.org/etude-dun-vehicule-electrique;10 points;1ère EC Spécialité Physique Chimie | Électricité | Énergie mécanique | Python;1 heure;https://www.labolycee.org/sites/default/files/2019-08/1-PC-2020-Sujet0-VehiculeElectrique-10pts.pdf;
Lexploit dAlan Eustace;https://labolycee.org/lexploit-dalan-eustace;10 points;1ère EC Spécialité Physique Chimie | Énergie mécanique | Python | Théorème de l’énergie cinétique;1 heure;https://www.labolycee.org/sites/default/files/2020-06/PC-GENE-044-SUJET-Exo1-Phy-SautAlan.pdf;https://www.labolycee.org/sites/default/files/2021-04/PC-GENE-044-CORRECTION-Exo1-Phy-SautAlan.pdf
Aspects énergétiques des phénomènes mécaniques : Le ski de vitesse;https://labolycee.org/aspects-energetiques-des-phenomenes-mecaniques-le-ski-de-vitesse;10 points;1ère EC Spécialité Physique Chimie | Énergie mécanique | Python | Théorème de l’énergie cinétique;1 heure;https://www.labolycee.org/sites/default/files/2022-04/PC-GENE-007-SUJET-Exo2-Phy-KLEnergies.pdf;https://www.labolycee.org/sites/default/files/2022-04/PC-GENE-007-CORRECTION-Exo2-Phy-KLEnergies.pdf
Un modèle pour la balle de tennis pendant le service;https://labolycee.org/un-modele-pour-la-balle-de-tennis-pendant-le-service;10 points;1ère EC Spécialité Physique Chimie | Énergie mécanique | Théorème de l’énergie cinétique;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-005-Exo1-Phy-Tennis.pdf;
Un drone pour ausculter la couverture végétale;https://labolycee.org/un-drone-pour-ausculter-la-couverture-vegetale-0;10 points;1ère EC Spécialité Physique Chimie | Énergie mécanique | Images et couleurs | Photon | Python;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-045-Exo2-Phy-DroneAvecCalc.pdf;
Performances dun cycliste;https://labolycee.org/performances-dun-cycliste;10 points;1ère EC Spécialité Physique Chimie | Énergie mécanique | Python;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-040-Exo2-Phy-Cyclisme.pdf;
Une onde un peu particulière,  londe  cobra;https://labolycee.org/une-onde-un-peu-particuliere-londe-cobra;10 points;1ère EC Spécialité Physique Chimie | Énergie mécanique | Ondes mécaniques;1 heure;https://www.labolycee.org/sites/default/files/2020-06/PC-GENE-SUJET-028-Exo1-Phy-OndeCobra.pdf;
Le jet deau de Genève;https://labolycee.org/le-jet-deau-de-geneve;10 points;1ère EC Spécialité Physique Chimie | Énergie mécanique | Python;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-010-Exo1-Phy-JetGeneve.pdf;
Un drone pour ausculter la couverture végétale;https://labolycee.org/un-drone-pour-ausculter-la-couverture-vegetale;10 points;1ère EC Spécialité Physique Chimie | Énergie mécanique | Images et couleurs | Photon | Python;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-001-Phy-Exo2-Drone-SSCalc.pdf;
Le littoral sous surveillance;https://labolycee.org/le-littoral-sous-surveillance;10 points;1ère EC Spécialité Physique Chimie | Ondes mécaniques | Photon;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-039-Exo2-Phy-Littoral-LIDAR.pdf;
Séisme : comment localiser son épicentre ?;https://labolycee.org/seisme-comment-localiser-son-epicentre;10 points;1ère EC Spécialité Physique Chimie | Ondes mécaniques | Python;1 heure;https://www.labolycee.org/sites/default/files/2020-06/PC-GENE-025-SUJET-Exo2-Phy-Epicentre.pdf;https://www.labolycee.org/sites/default/files/2020-06/PC-GENE-025-CORRECTION-Exo2-Phy-Epicentre_0.pdf
Les ondes mécaniques;https://labolycee.org/les-ondes-mecaniques;10 points;1ère EC Spécialité Physique Chimie | Ondes mécaniques;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-015-Exo1-Phy-OndesVaguesTsunamis.pdf;
La correction de lhypermétropie;https://labolycee.org/la-correction-de-lhypermetropie;10 points;1ère EC Spécialité Physique Chimie | Images et couleurs | Ondes mécaniques;1 heure;https://www.labolycee.org/sites/default/files/2019-08/1-PC-2020-Sujet0-Hypermetropie-10pts.pdf;https://www.labolycee.org/sites/default/files/2019-12/1-PC-2020-Sujet0-Correction-Hypermetropie-10pts.pdf
La photographie;https://labolycee.org/la-photographie;10 points;1ère EC Spécialité Physique Chimie | Images et couleurs;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-042-Exo2-Phy-Photo.pdf;
Photographie à laide dune lentille boule;https://labolycee.org/photographie-laide-dune-lentille-boule;10 points;1ère EC Spécialité Physique Chimie | Images et couleurs;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-027-Exo1-Phy-LentilleBoule.pdf;
Lotoscope;https://labolycee.org/lotoscope;10 points;1ère EC Spécialité Physique Chimie | Images et couleurs;1 heure;https://www.labolycee.org/sites/default/files/2020-11/PC-GENE-014-SUJET-Exo2-Phy-Otoscope_0.pdf;https://www.labolycee.org/sites/default/files/2020-06/PC-GENE-014-CORRECTION-Exo2-Phy-Otoscope.pdf
Smartphone et photographie;https://labolycee.org/smartphone-et-photographie;10 points;1ère EC Spécialité Physique Chimie | Images et couleurs;1 heure;https://www.labolycee.org/sites/default/files/2020-05/PC-GENE-SUJET-008-Exo2-Phy-OptiqueSmartphone.pdf;
Le superamas Laniakea;https://labolycee.org/le-superamas-laniakea;10 points;1ère EC Spécialité Physique Chimie | Photon;1 heure;https://www.labolycee.org/sites/default/files/2020-06/PC-GENE-009-SUJET-Exo2-Phy-Photon.pdf;https://www.labolycee.org/sites/default/files/2021-02/PC-GENE-009-CORRECTION-Exo2-Phy-Photon.pdf
Lorigine de la diminution des températures globales sur la période 1945-1975;https://labolycee.org/lorigine-de-la-diminution-des-temperatures-globales-sur-la-periode-1945-1975;10 points;Tale EC Enseignement Scientifique | Le climat;1 heure;https://www.labolycee.org/sites/default/files/2021-04/GTCENSC05489-Exo2-Sujet-AerosolsTemperature.pdf;
Le protoxyde dazote et le réchauffement climatique;https://labolycee.org/le-protoxyde-dazote-et-le-rechauffement-climatique;10 points;Tale EC Enseignement Scientifique | Le climat;1 heure;https://www.labolycee.org/sites/default/files/2021-04/GTCENSC05483-Exo2-ProtoxydeAzote.pdf;
Latmosphère terrestre et la vie;https://labolycee.org/latmosphere-terrestre-et-la-vie;10 points;Tale EC Enseignement Scientifique | Le climat;1 heure;https://www.labolycee.org/sites/default/files/2021-04/GTCENSC05481-Exo2-Sujet-AtmosphereTerrestreVie.pdf;
Effondrement des montagnes, biodiversité et climat;https://labolycee.org/effondrement-des-montagnes-biodiversite-et-climat;10 points;Tale EC Enseignement Scientifique | Le climat;1 heure;https://www.labolycee.org/sites/default/files/2021-04/GTCENSC05478-Exo1-Sujet-EffondrementMontagne.pdf;
Une élévation inquiétante du niveau des océans;https://labolycee.org/une-elevation-inquietante-du-niveau-des-oceans;10 points;Tale EC Enseignement Scientifique | Le climat;1 heure;https://www.labolycee.org/sites/default/files/2021-04/GTCENSC05477-Exo1-Sujet-ElevationOceans.pdf;
